UserID,DeviceID,LogTime,S No
582,OX-8862021010012,2022-09-27 19:02:29,6041
638,OX-8862021010087,2022-09-27 19:03:53,259
125,OX-8862021010092,2022-09-27 19:03:02,23638
597,OX-8862021010098,2022-09-27 19:05:29,13395
673,OX-8862021010092,2022-09-27 19:03:12,23639
513,FC-8300T20094181,2022-09-27 19:02:41,20207
147,OX-8862021010094,2022-09-27 19:03:02,11336
634,OX-8862021010078,2022-09-27 19:07:21,13010
145,FC-8300T20094179,2022-09-27 19:05:12,33975
255,FC-8300T20094179,2022-09-27 19:05:17,33976
21,OX-8862021010097,2022-09-27 19:04:55,8148
50,OX-8862021010014,2022-09-27 19:04:07,22951
209,OX-8862021010097,2022-09-27 19:05:01,8149
71,OX-8862021010097,2022-09-27 19:05:07,8150
597,OX-8862021010098,2022-09-27 19:07:39,13396
109,OX-8862021010015,2022-09-27 19:05:19,14887
270,OX-8862021010100,2022-09-27 19:07:28,18770
645,FC-8300T20094182,2022-09-27 19:08:54,52670
201,OX-8862021010003,2022-09-27 19:11:08,21801
279,FC-8300T20094182,2022-09-27 19:09:41,52671
260,OX-8862021010079,2022-09-27 19:11:57,12561
526,FC-8300T20094182,2022-09-27 19:10:20,52672
64,FC-8300T20094179,2022-09-27 19:10:08,33977
564,FC-8300T20094181,2022-09-27 19:09:05,20208
154,FC-8300T20094174,2022-09-27 19:11:46,19646
593,FC-8300T20094179,2022-09-27 19:11:01,33978
529,OX-8862021010092,2022-09-27 19:11:24,23640
537,OX-8862021010012,2022-09-27 19:14:07,6042
652,OX-8862021010097,2022-09-27 19:13:07,8151
625,OX-8862021010002,2022-09-27 19:16:44,12567
270,OX-8862021010100,2022-09-27 19:16:38,18771
260,OX-8862021010079,2022-09-27 19:19:47,12562
271,OX-8862021010098,2022-09-27 19:18:44,13397
624,OX-8862021010082,2022-09-27 19:18:04,11566
529,OX-8862021010092,2022-09-27 19:16:52,23641
570,FC-8300T20094179,2022-09-27 19:17:55,33979
204,OX-8862021010013,2022-09-27 19:18:55,6621
645,FC-8300T20094182,2022-09-27 19:22:05,52673
531,OX-8862021010100,2022-09-27 19:22:42,18772
624,OX-8862021010082,2022-09-27 19:22:37,11567
619,OX-8862021010096,2022-09-27 19:20:20,7547
282,FC-8300T20094181,2022-09-27 19:22:37,20209
578,FC-8300T20094181,2022-09-27 19:22:41,20210
625,OX-8862021010002,2022-09-27 19:26:04,12568
33,OX-8862021010014,2022-09-27 19:22:44,22952
593,FC-8300T20094179,2022-09-27 19:26:51,33980
290,OX-8862021010024,2022-09-27 19:28:32,13991
279,FC-8300T20094182,2022-09-27 19:28:54,52674
404,OX-8862021010013,2022-09-27 19:28:05,6622
404,OX-8862021010013,2022-09-27 19:30:41,6623
201,OX-8862021010003,2022-09-27 19:34:10,21802
544,OX-8862021010099,2022-09-27 19:34:04,13391
23,OX-8862021010002,2022-09-27 19:35:05,12569
160,OX-8862021010087,2022-09-27 19:35:55,260
1,OX-8862021010010,2022-09-27 19:36:32,3659
564,FC-8300T20094181,2022-09-27 19:36:09,20211
109,OX-8862021010015,2022-09-27 19:36:18,14888
269,OX-8862021010100,2022-09-27 19:41:19,18773
23,OX-8862021010002,2022-09-27 19:44:38,12570
565,OX-8862021010015,2022-09-27 19:41:27,14889
597,OX-8862021010098,2022-09-27 19:45:45,13398
269,OX-8862021010100,2022-09-27 19:45:55,18774
565,OX-8862021010015,2022-09-27 19:45:11,14890
9,FC-8300T20094181,2022-09-27 19:49:02,20212
119,OX-8862021010092,2022-09-27 19:51:40,23642
275,OX-8862021010094,2022-09-27 19:51:51,11337
1,OX-8862021010010,2022-09-27 19:55:23,3660
1,OX-8862021010010,2022-09-27 19:55:34,3661
109,OX-8862021010015,2022-09-27 19:53:17,14891
33,OX-8862021010014,2022-09-27 19:54:08,22953
160,OX-8862021010087,2022-09-27 19:59:00,261
275,OX-8862021010094,2022-09-27 19:57:28,11338
160,OX-8862021010087,2022-09-27 20:00:37,262
260,OX-8862021010079,2022-09-27 20:04:00,12563
9,FC-8300T20094181,2022-09-27 20:01:10,20213
273,OX-8862021010030,2022-09-27 20:07:09,14911
593,FC-8300T20094179,2022-09-27 20:09:08,33981
46,OX-8862021010024,2022-09-27 20:10:31,13992
634,OX-8862021010078,2022-09-27 20:12:55,13011
593,FC-8300T20094179,2022-09-27 20:11:17,33982
567,OX-8862021010082,2022-09-27 20:13:09,11568
626,OX-8862021010095,2022-09-27 20:13:12,10767
567,OX-8862021010082,2022-09-27 20:16:31,11569
501,OX-8862021010030,2022-09-27 20:15:50,14912
634,OX-8862021010078,2022-09-27 20:20:18,13012
549,FC-8300T20094179,2022-09-27 20:18:18,33983
273,OX-8862021010030,2022-09-27 20:17:54,14913
404,OX-8862021010013,2022-09-27 20:17:32,6624
513,FC-8300T20094181,2022-09-27 20:18:17,20214
628,OX-8862021010029,2022-09-27 20:22:13,4244
46,OX-8862021010024,2022-09-27 20:24:54,13993
501,OX-8862021010030,2022-09-27 20:24:42,14914
513,FC-8300T20094181,2022-09-27 20:24:13,20215
549,FC-8300T20094179,2022-09-27 20:27:17,33984
92,OX-8862021010003,2022-09-27 20:33:07,21803
626,OX-8862021010095,2022-09-27 20:29:36,10768
672,OX-8862021010014,2022-09-27 20:32:13,22954
268,FC-8300T20094174,2022-09-27 20:35:32,19647
73,FC-8300T20094179,2022-09-27 20:34:41,33985
565,OX-8862021010015,2022-09-27 20:33:49,14892
628,OX-8862021010029,2022-09-27 20:37:29,4245
565,OX-8862021010015,2022-09-27 20:34:59,14893
404,OX-8862021010013,2022-09-27 20:38:48,6625
403,OX-8862021010013,2022-09-27 20:39:52,6626
672,OX-8862021010014,2022-09-27 20:39:21,22955
73,FC-8300T20094179,2022-09-27 20:41:55,33986
109,OX-8862021010015,2022-09-27 20:41:25,14894
109,OX-8862021010015,2022-09-27 20:41:42,14895
128,OX-8862021010079,2022-09-27 20:46:05,12564
570,FC-8300T20094179,2022-09-27 20:48:42,33987
570,FC-8300T20094179,2022-09-27 20:48:46,33988
128,OX-8862021010079,2022-09-27 20:52:45,12565
624,OX-8862021010082,2022-09-27 20:51:40,11570
554,OX-8862021010024,2022-09-27 20:55:23,13994
624,OX-8862021010082,2022-09-27 20:56:49,11571
122,OX-8862021010012,2022-09-27 20:59:05,6043
42,FC-8300T20094182,2022-09-27 21:00:35,52675
544,OX-8862021010099,2022-09-27 21:02:23,13392
529,OX-8862021010092,2022-09-27 21:00:11,23643
668,OX-8862021010003,2022-09-27 21:03:15,21804
529,OX-8862021010092,2022-09-27 21:04:15,23644
42,FC-8300T20094182,2022-09-27 21:05:48,52676
289,FC-8300T20094182,2022-09-27 21:05:51,52677
554,OX-8862021010024,2022-09-27 21:07:04,13995
544,OX-8862021010099,2022-09-27 21:11:07,13393
281,OX-8862021010097,2022-09-27 21:09:07,8152
668,OX-8862021010003,2022-09-27 21:12:34,21805
275,OX-8862021010094,2022-09-27 21:11:15,11339
403,OX-8862021010013,2022-09-27 21:16:04,6627
122,OX-8862021010012,2022-09-27 21:17:23,6044
234,OX-8862021010012,2022-09-27 21:17:34,6045
53,OX-8862021010087,2022-09-27 21:18:56,263
269,OX-8862021010100,2022-09-27 21:19:54,18775
275,OX-8862021010094,2022-09-27 21:17:39,11340
567,OX-8862021010082,2022-09-27 21:20:16,11572
674,OX-8862021010100,2022-09-27 21:24:06,18776
9,FC-8300T20094181,2022-09-27 21:22:02,20216
109,OX-8862021010015,2022-09-27 21:22:17,14896
234,OX-8862021010012,2022-09-27 21:24:19,6046
289,FC-8300T20094182,2022-09-27 21:26:29,52678
674,OX-8862021010100,2022-09-27 21:28:26,18777
109,OX-8862021010015,2022-09-27 21:26:24,14897
68,OX-8862021010012,2022-09-27 21:28:35,6047
257,OX-8862021010096,2022-09-27 21:27:50,7548
526,FC-8300T20094182,2022-09-27 21:32:34,52679
607,OX-8862021010098,2022-09-27 21:35:27,13399
204,OX-8862021010013,2022-09-27 21:35:04,6628
531,OX-8862021010100,2022-09-27 21:37:23,18778
645,FC-8300T20094182,2022-09-27 21:38:18,52680
567,OX-8862021010082,2022-09-27 21:38:37,11573
9,FC-8300T20094181,2022-09-27 21:37:41,20217
154,FC-8300T20094174,2022-09-27 21:41:30,19648
68,OX-8862021010012,2022-09-27 21:40:38,6048
257,OX-8862021010096,2022-09-27 21:38:16,7549
73,FC-8300T20094179,2022-09-27 21:41:09,33989
30,OX-8862021010082,2022-09-27 21:42:30,11574
590,FC-8300T20094174,2022-09-27 21:45:29,19649
607,OX-8862021010098,2022-09-27 21:46:42,13400
526,FC-8300T20094182,2022-09-27 21:46:51,52681
564,FC-8300T20094181,2022-09-27 21:46:01,20218
645,FC-8300T20094182,2022-09-27 21:49:02,52682
590,FC-8300T20094174,2022-09-27 21:49:42,19650
30,OX-8862021010082,2022-09-27 21:50:03,11575
619,OX-8862021010096,2022-09-27 21:47:47,7550
531,OX-8862021010100,2022-09-27 21:53:23,18779
619,OX-8862021010096,2022-09-27 21:52:59,7551
147,OX-8862021010094,2022-09-27 21:55:27,11341
204,OX-8862021010013,2022-09-27 21:56:32,6629
653,OX-8862021010014,2022-09-27 21:55:46,22956
275,OX-8862021010094,2022-09-27 21:56:32,11342
201,OX-8862021010003,2022-09-27 22:00:53,21806
610,OX-8862021010092,2022-09-27 21:58:04,23645
196,FC-8300T20094182,2022-09-27 21:59:31,52683
634,OX-8862021010078,2022-09-27 22:01:54,13013
605,OX-8862021010015,2022-09-27 21:58:03,14898
154,FC-8300T20094174,2022-09-27 22:00:29,19651
544,OX-8862021010099,2022-09-27 22:00:58,13394
538,OX-8862021010078,2022-09-27 22:02:13,13014
640,OX-8862021010012,2022-09-27 22:01:16,6049
73,FC-8300T20094179,2022-09-27 22:01:38,33990
76,OX-8862021010099,2022-09-27 22:03:31,13395
564,FC-8300T20094181,2022-09-27 22:01:04,20219
668,OX-8862021010003,2022-09-27 22:04:53,21807
275,OX-8862021010094,2022-09-27 22:02:22,11343
526,FC-8300T20094182,2022-09-27 22:04:35,52684
289,FC-8300T20094182,2022-09-27 22:04:41,52685
645,FC-8300T20094182,2022-09-27 22:04:49,52686
279,FC-8300T20094182,2022-09-27 22:05:03,52687
506,OX-8862021010095,2022-09-27 22:06:05,10769
68,OX-8862021010012,2022-09-27 22:08:11,6050
234,OX-8862021010012,2022-09-27 22:08:14,6051
122,OX-8862021010012,2022-09-27 22:10:00,6052
632,OX-8862021010001,2022-09-27 21:49:01,11324
122,OX-8862021010012,2022-09-27 22:10:48,6053
601,OX-8862021010002,2022-09-27 22:15:43,12571
506,OX-8862021010095,2022-09-27 22:12:54,10770
553,OX-8862021010029,2022-09-27 22:17:08,4246
593,FC-8300T20094179,2022-09-27 22:15:48,33991
672,OX-8862021010014,2022-09-27 22:15:02,22957
92,OX-8862021010003,2022-09-27 22:19:46,21808
210,OX-8862021010001,2022-09-27 21:57:09,11325
567,OX-8862021010082,2022-09-27 22:19:48,11576
160,OX-8862021010087,2022-09-27 22:21:19,264
672,OX-8862021010014,2022-09-27 22:19:26,22958
593,FC-8300T20094179,2022-09-27 22:21:26,33992
601,OX-8862021010002,2022-09-27 22:23:38,12572
506,OX-8862021010095,2022-09-27 22:26:30,10771
569,OX-8862021010079,2022-09-27 22:31:00,12566
567,OX-8862021010082,2022-09-27 22:29:27,11577
257,OX-8862021010096,2022-09-27 22:26:28,7552
619,OX-8862021010096,2022-09-27 22:26:36,7553
89,OX-8862021010098,2022-09-27 22:32:18,13401
89,OX-8862021010098,2022-09-27 22:34:31,13402
569,OX-8862021010079,2022-09-27 22:36:30,12567
160,OX-8862021010087,2022-09-27 22:35:15,265
23,OX-8862021010002,2022-09-27 22:38:14,12573
506,OX-8862021010095,2022-09-27 22:37:09,10772
23,OX-8862021010002,2022-09-27 22:42:40,12574
89,OX-8862021010098,2022-09-27 22:46:18,13403
549,FC-8300T20094179,2022-09-27 22:45:05,33993
565,OX-8862021010015,2022-09-27 22:44:24,14899
109,OX-8862021010015,2022-09-27 22:45:10,14900
89,OX-8862021010098,2022-09-27 22:47:59,13404
549,FC-8300T20094179,2022-09-27 22:46:53,33994
53,OX-8862021010087,2022-09-27 22:52:36,266
593,FC-8300T20094179,2022-09-27 22:56:13,33995
512,OX-8862021010030,2022-09-27 22:57:45,14915
531,OX-8862021010100,2022-09-27 23:00:04,18780
549,FC-8300T20094179,2022-09-27 22:59:21,33996
19,FC-8300T20094179,2022-09-27 22:59:28,33997
529,OX-8862021010092,2022-09-27 22:58:39,23646
73,FC-8300T20094179,2022-09-27 22:59:32,33998
506,OX-8862021010095,2022-09-27 22:57:44,10773
570,FC-8300T20094179,2022-09-27 22:59:47,33999
581,FC-8300T20094179,2022-09-27 22:59:51,34000
280,FC-8300T20094179,2022-09-27 22:59:58,34001
626,OX-8862021010095,2022-09-27 22:58:12,10774
92,OX-8862021010003,2022-09-27 23:02:45,21809
553,OX-8862021010029,2022-09-27 23:02:10,4247
501,OX-8862021010030,2022-09-27 23:00:03,14916
601,OX-8862021010002,2022-09-27 23:02:43,12575
628,OX-8862021010029,2022-09-27 23:02:27,4248
160,OX-8862021010087,2022-09-27 23:02:02,267
553,OX-8862021010029,2022-09-27 23:02:30,4249
553,OX-8862021010029,2022-09-27 23:02:34,4250
624,OX-8862021010082,2022-09-27 23:01:31,11578
53,OX-8862021010087,2022-09-27 23:02:14,268
270,OX-8862021010100,2022-09-27 23:02:00,18781
404,OX-8862021010013,2022-09-27 23:00:11,6630
23,OX-8862021010002,2022-09-27 23:03:21,12576
625,OX-8862021010002,2022-09-27 23:03:24,12577
403,OX-8862021010013,2022-09-27 23:00:34,6631
204,OX-8862021010013,2022-09-27 23:00:44,6632
620,OX-8862021010030,2022-09-27 23:01:07,14917
590,FC-8300T20094174,2022-09-27 23:02:52,19652
569,OX-8862021010079,2022-09-27 23:04:43,12568
128,OX-8862021010079,2022-09-27 23:04:45,12569
567,OX-8862021010082,2022-09-27 23:03:26,11579
147,OX-8862021010094,2022-09-27 23:01:40,11344
268,FC-8300T20094174,2022-09-27 23:04:07,19653
154,FC-8300T20094174,2022-09-27 23:04:12,19654
273,OX-8862021010030,2022-09-27 23:02:55,14918
275,OX-8862021010094,2022-09-27 23:04:00,11345
89,OX-8862021010098,2022-09-27 23:10:36,13405
33,OX-8862021010014,2022-09-27 23:08:15,22959
672,OX-8862021010014,2022-09-27 23:08:39,22960
89,OX-8862021010098,2022-09-27 23:13:46,13406
651,OX-8862021010092,2022-09-27 23:12:27,23647
513,FC-8300T20094181,2022-09-27 23:12:21,20220
46,OX-8862021010024,2022-09-27 23:15:27,13996
9,FC-8300T20094181,2022-09-27 23:13:07,20221
564,FC-8300T20094181,2022-09-27 23:13:10,20222
119,OX-8862021010092,2022-09-27 23:14:05,23648
554,OX-8862021010024,2022-09-27 23:15:50,13997
89,OX-8862021010098,2022-09-27 23:33:31,13407
607,OX-8862021010098,2022-09-27 23:33:42,13408
118,OX-8862021010097,2022-09-27 23:59:13,8153
581,FC-8300T20094179,2022-09-28 07:30:24,34002
64,FC-8300T20094179,2022-09-28 07:30:49,34003
68,OX-8862021010012,2022-09-28 07:52:27,6054
68,OX-8862021010012,2022-09-28 08:02:21,6055
664,OX-8862021010097,2022-09-28 08:24:57,8154
615,OX-8862021010097,2022-09-28 08:25:16,8155
68,OX-8862021010012,2022-09-28 08:30:52,6056
657,OX-8862021010097,2022-09-28 08:30:21,8156
625,OX-8862021010002,2022-09-28 08:38:53,12578
546,OX-8862021010097,2022-09-28 08:46:18,8157
535,OX-8862021010097,2022-09-28 08:48:07,8158
635,OX-8862021010030,2022-09-28 08:48:52,14919
273,OX-8862021010030,2022-09-28 08:49:57,14920
619,OX-8862021010096,2022-09-28 08:53:06,7554
531,OX-8862021010100,2022-09-28 08:57:54,18782
211,OX-8862021010097,2022-09-28 08:56:14,8159
269,OX-8862021010100,2022-09-28 08:58:10,18783
230,OX-8862021010097,2022-09-28 08:58:14,8160
674,OX-8862021010100,2022-09-28 09:00:21,18784
209,OX-8862021010097,2022-09-28 09:07:03,8161
12,OX-8862021010097,2022-09-28 09:08:04,8162
27,OX-8862021010097,2022-09-28 09:08:18,8163
95,OX-8862021010097,2022-09-28 09:17:10,8164
528,OX-8862021010078,2022-09-28 09:31:05,13015
675,OX-8862021010078,2022-09-28 09:32:18,13016
116,OX-8862021010098,2022-09-28 09:35:31,13409
5,OX-8862021010097,2022-09-28 09:36:27,8165
53,OX-8862021010087,2022-09-28 09:41:22,269
275,OX-8862021010094,2022-09-28 09:38:53,11346
638,OX-8862021010087,2022-09-28 09:41:27,270
585,OX-8862021010095,2022-09-28 09:39:17,10775
506,OX-8862021010095,2022-09-28 09:39:39,10776
652,OX-8862021010097,2022-09-28 09:41:43,8166
597,OX-8862021010098,2022-09-28 09:45:19,13410
645,FC-8300T20094182,2022-09-28 09:45:21,52688
289,FC-8300T20094182,2022-09-28 09:46:05,52689
558,OX-8862021010097,2022-09-28 09:45:14,8167
23,OX-8862021010002,2022-09-28 09:48:38,12579
201,OX-8862021010003,2022-09-28 09:49:15,21810
554,OX-8862021010024,2022-09-28 09:53:41,13998
46,OX-8862021010024,2022-09-28 09:54:22,13999
154,FC-8300T20094174,2022-09-28 09:54:31,19655
590,FC-8300T20094174,2022-09-28 09:54:34,19656
30,OX-8862021010082,2022-09-28 09:54:22,11580
43,OX-8862021010015,2022-09-28 09:53:06,14901
593,FC-8300T20094179,2022-09-28 09:55:00,34004
53,OX-8862021010087,2022-09-28 09:56:05,271
326,OX-8862021010097,2022-09-28 09:54:15,8168
80,OX-8862021010097,2022-09-28 09:54:33,8169
513,FC-8300T20094181,2022-09-28 09:54:12,20224
628,OX-8862021010029,2022-09-28 09:57:34,4252
119,OX-8862021010092,2022-09-28 09:55:33,23649
670,FC-8300T20094182,2022-09-28 09:57:14,52690
196,FC-8300T20094182,2022-09-28 09:57:19,52691
569,OX-8862021010079,2022-09-28 10:00:00,12570
543,OX-8862021010079,2022-09-28 10:00:04,12571
624,OX-8862021010082,2022-09-28 09:58:03,11581
673,OX-8862021010092,2022-09-28 09:56:53,23650
636,OX-8862021010099,2022-09-28 09:59:21,13396
76,OX-8862021010099,2022-09-28 09:59:53,13397
9,FC-8300T20094181,2022-09-28 09:57:13,20225
204,OX-8862021010013,2022-09-28 09:57:48,6634
565,OX-8862021010015,2022-09-28 09:58:19,14902
210,OX-8862021010001,2022-09-28 09:38:24,11326
610,OX-8862021010092,2022-09-28 10:02:34,23651
135,OX-8862021010029,2022-09-28 10:06:35,4253
21,OX-8862021010097,2022-09-28 10:06:19,8170
269,OX-8862021010100,2022-09-28 10:08:46,18785
3,OX-8862021010097,2022-09-28 10:07:19,8171
133,OX-8862021010001,2022-09-28 09:47:02,11327
76,OX-8862021010099,2022-09-28 10:13:15,13398
43,OX-8862021010015,2022-09-28 10:12:11,14903
43,OX-8862021010015,2022-09-28 10:12:16,14904
53,OX-8862021010087,2022-09-28 10:16:02,272
116,OX-8862021010098,2022-09-28 10:20:16,13411
116,OX-8862021010098,2022-09-28 10:20:20,13412
135,OX-8862021010029,2022-09-28 10:21:42,4254
269,OX-8862021010100,2022-09-28 10:22:10,18786
43,OX-8862021010015,2022-09-28 10:20:50,14905
76,OX-8862021010099,2022-09-28 10:23:35,13399
638,OX-8862021010087,2022-09-28 10:24:44,273
513,FC-8300T20094181,2022-09-28 10:23:02,20226
17,FC-8300T20094182,2022-09-28 10:25:19,52692
513,FC-8300T20094181,2022-09-28 10:25:28,20227
43,OX-8862021010015,2022-09-28 10:26:20,14906
673,OX-8862021010092,2022-09-28 10:27:59,23652
528,OX-8862021010078,2022-09-28 10:33:32,13017
638,OX-8862021010087,2022-09-28 10:34:29,274
46,OX-8862021010024,2022-09-28 10:37:54,14000
531,OX-8862021010100,2022-09-28 10:40:22,18787
528,OX-8862021010078,2022-09-28 10:42:03,13018
565,OX-8862021010015,2022-09-28 10:39:50,14907
673,OX-8862021010092,2022-09-28 10:44:17,23653
628,OX-8862021010029,2022-09-28 10:48:44,4255
543,OX-8862021010079,2022-09-28 10:53:12,12572
281,OX-8862021010097,2022-09-28 10:51:28,8172
531,OX-8862021010100,2022-09-28 10:54:18,18788
289,FC-8300T20094182,2022-09-28 10:55:11,52693
23,OX-8862021010002,2022-09-28 10:57:14,12580
565,OX-8862021010015,2022-09-28 10:55:10,14908
46,OX-8862021010024,2022-09-28 10:59:07,14001
204,OX-8862021010013,2022-09-28 10:58:07,6635
581,FC-8300T20094179,2022-09-28 11:00:01,34005
628,OX-8862021010029,2022-09-28 11:08:18,4256
554,OX-8862021010024,2022-09-28 11:09:07,14002
68,OX-8862021010012,2022-09-28 11:08:33,6058
269,OX-8862021010100,2022-09-28 11:11:45,18789
119,OX-8862021010092,2022-09-28 11:10:18,23654
30,OX-8862021010082,2022-09-28 11:12:05,11582
581,FC-8300T20094179,2022-09-28 11:14:42,34006
636,OX-8862021010099,2022-09-28 11:18:48,13400
23,OX-8862021010002,2022-09-28 11:19:42,12581
619,OX-8862021010096,2022-09-28 11:15:30,7555
543,OX-8862021010079,2022-09-28 11:21:11,12573
204,OX-8862021010013,2022-09-28 11:17:47,6636
30,OX-8862021010082,2022-09-28 11:19:30,11583
625,OX-8862021010002,2022-09-28 11:21:14,12582
196,FC-8300T20094182,2022-09-28 11:20:25,52694
638,OX-8862021010087,2022-09-28 11:21:41,275
68,OX-8862021010012,2022-09-28 11:21:20,6059
64,FC-8300T20094179,2022-09-28 11:21:56,34007
640,OX-8862021010012,2022-09-28 11:21:50,6060
554,OX-8862021010024,2022-09-28 11:24:36,14003
119,OX-8862021010092,2022-09-28 11:24:03,23655
554,OX-8862021010024,2022-09-28 11:26:59,14004
619,OX-8862021010096,2022-09-28 11:23:23,7556
269,OX-8862021010100,2022-09-28 11:27:50,18790
638,OX-8862021010087,2022-09-28 11:28:33,276
640,OX-8862021010012,2022-09-28 11:28:26,6061
625,OX-8862021010002,2022-09-28 11:31:08,12583
636,OX-8862021010099,2022-09-28 11:31:05,13401
554,OX-8862021010024,2022-09-28 11:31:11,14005
635,OX-8862021010030,2022-09-28 11:33:06,14921
672,OX-8862021010014,2022-09-28 11:34:14,22963
64,FC-8300T20094179,2022-09-28 11:37:42,34008
635,OX-8862021010030,2022-09-28 11:39:06,14922
196,FC-8300T20094182,2022-09-28 11:40:42,52695
590,FC-8300T20094174,2022-09-28 11:43:03,19657
273,OX-8862021010030,2022-09-28 11:42:50,14923
672,OX-8862021010014,2022-09-28 11:42:47,22964
273,OX-8862021010030,2022-09-28 11:48:13,14924
569,OX-8862021010079,2022-09-28 11:55:18,12574
590,FC-8300T20094174,2022-09-28 11:57:08,19658
33,OX-8862021010014,2022-09-28 12:04:04,22965
610,OX-8862021010092,2022-09-28 12:08:21,23656
645,FC-8300T20094182,2022-09-28 12:09:52,52696
201,OX-8862021010003,2022-09-28 12:16:42,21812
610,OX-8862021010092,2022-09-28 12:15:39,23657
645,FC-8300T20094182,2022-09-28 12:17:06,52697
569,OX-8862021010079,2022-09-28 12:20:45,12575
513,FC-8300T20094181,2022-09-28 12:19:14,20228
33,OX-8862021010014,2022-09-28 12:21:45,22966
119,OX-8862021010092,2022-09-28 12:24:56,23658
289,FC-8300T20094182,2022-09-28 12:28:04,52698
513,FC-8300T20094181,2022-09-28 12:26:19,20229
196,FC-8300T20094182,2022-09-28 12:29:14,52699
674,OX-8862021010100,2022-09-28 12:30:53,18791
619,OX-8862021010096,2022-09-28 12:28:18,7557
48,FC-8300T20094181,2022-09-28 12:30:54,20230
593,FC-8300T20094179,2022-09-28 12:35:24,34009
619,OX-8862021010096,2022-09-28 12:32:44,7558
674,OX-8862021010100,2022-09-28 12:38:52,18792
119,OX-8862021010092,2022-09-28 12:38:24,23659
42,FC-8300T20094182,2022-09-28 12:40:41,52700
201,OX-8862021010003,2022-09-28 12:45:16,21813
593,FC-8300T20094179,2022-09-28 12:43:38,34010
196,FC-8300T20094182,2022-09-28 12:44:16,52701
566,OX-8862021010003,2022-09-28 12:47:02,21814
634,OX-8862021010078,2022-09-28 12:47:20,13019
48,FC-8300T20094181,2022-09-28 12:44:46,20231
141,OX-8862021010078,2022-09-28 12:49:22,13020
526,FC-8300T20094182,2022-09-28 12:49:23,52702
634,OX-8862021010078,2022-09-28 12:52:42,13021
582,OX-8862021010012,2022-09-28 12:51:48,6062
234,OX-8862021010012,2022-09-28 12:51:55,6063
122,OX-8862021010012,2022-09-28 12:52:23,6064
201,OX-8862021010003,2022-09-28 12:55:08,21815
38,FC-8300T20094182,2022-09-28 12:54:12,52703
9,FC-8300T20094181,2022-09-28 12:52:19,20232
621,OX-8862021010092,2022-09-28 12:55:14,23660
62,OX-8862021010015,2022-09-28 12:55:09,14909
624,OX-8862021010082,2022-09-28 12:57:08,11584
641,FC-8300T20094182,2022-09-28 12:57:25,52704
9,FC-8300T20094181,2022-09-28 12:56:15,20233
109,OX-8862021010015,2022-09-28 12:57:32,14910
580,OX-8862021010014,2022-09-28 12:57:36,22967
169,OX-8862021010012,2022-09-28 12:59:55,6065
546,OX-8862021010097,2022-09-28 12:58:47,8173
201,OX-8862021010003,2022-09-28 13:02:31,21816
636,OX-8862021010099,2022-09-28 13:01:59,13402
141,OX-8862021010078,2022-09-28 13:04:03,13022
141,OX-8862021010078,2022-09-28 13:04:45,13023
634,OX-8862021010078,2022-09-28 13:05:03,13024
122,OX-8862021010012,2022-09-28 13:05:28,6066
122,OX-8862021010012,2022-09-28 13:05:37,6067
404,OX-8862021010013,2022-09-28 13:05:06,6637
122,OX-8862021010012,2022-09-28 13:08:13,6068
122,OX-8862021010012,2022-09-28 13:08:17,6069
640,OX-8862021010012,2022-09-28 13:08:22,6070
544,OX-8862021010099,2022-09-28 13:11:34,13403
122,OX-8862021010012,2022-09-28 13:08:26,6071
80,OX-8862021010097,2022-09-28 13:10:30,8174
43,OX-8862021010015,2022-09-28 13:10:48,14911
624,OX-8862021010082,2022-09-28 13:13:10,11585
154,FC-8300T20094174,2022-09-28 13:14:07,19659
535,OX-8862021010097,2022-09-28 13:12:46,8175
135,OX-8862021010029,2022-09-28 13:15:47,4257
135,OX-8862021010029,2022-09-28 13:16:00,4258
135,OX-8862021010029,2022-09-28 13:16:04,4259
135,OX-8862021010029,2022-09-28 13:16:08,4260
53,OX-8862021010087,2022-09-28 13:15:57,277
46,OX-8862021010024,2022-09-28 13:16:14,14006
581,FC-8300T20094179,2022-09-28 13:15:29,34011
68,OX-8862021010012,2022-09-28 13:16:32,6072
68,OX-8862021010012,2022-09-28 13:16:43,6073
154,FC-8300T20094174,2022-09-28 13:19:43,19660
565,OX-8862021010015,2022-09-28 13:18:34,14912
30,OX-8862021010082,2022-09-28 13:20:41,11586
135,OX-8862021010029,2022-09-28 13:22:59,4261
135,OX-8862021010029,2022-09-28 13:23:03,4262
590,FC-8300T20094174,2022-09-28 13:22:34,19661
590,FC-8300T20094174,2022-09-28 13:26:11,19662
30,OX-8862021010082,2022-09-28 13:26:14,11587
46,OX-8862021010024,2022-09-28 13:27:02,14007
619,OX-8862021010096,2022-09-28 13:26:41,7559
581,FC-8300T20094179,2022-09-28 13:30:43,34012
289,FC-8300T20094182,2022-09-28 13:31:50,52705
675,OX-8862021010078,2022-09-28 13:35:39,13025
640,OX-8862021010012,2022-09-28 13:33:37,6074
257,OX-8862021010096,2022-09-28 13:31:22,7560
193,FC-8300T20094181,2022-09-28 13:33:44,20234
585,OX-8862021010095,2022-09-28 13:36:18,10777
147,OX-8862021010094,2022-09-28 13:36:50,11347
275,OX-8862021010094,2022-09-28 13:37:49,11348
17,FC-8300T20094182,2022-09-28 13:40:37,52706
619,OX-8862021010096,2022-09-28 13:37:36,7561
529,OX-8862021010092,2022-09-28 13:40:38,23661
