UserID,DeviceID,LogTime,S No
675,OX-8862021010078,2022-09-28 13:44:39,13026
275,OX-8862021010094,2022-09-28 13:45:16,11349
210,OX-8862021010001,2022-09-28 13:25:34,11328
504,OX-8862021010100,2022-09-28 13:48:56,18793
602,OX-8862021010100,2022-09-28 13:49:04,18794
145,FC-8300T20094179,2022-09-28 13:48:23,34013
219,FC-8300T20094174,2022-09-28 13:50:41,19663
596,OX-8862021010014,2022-09-28 13:48:58,22968
50,OX-8862021010014,2022-09-28 13:49:12,22969
92,OX-8862021010003,2022-09-28 13:53:38,21817
547,OX-8862021010003,2022-09-28 13:53:53,21818
210,OX-8862021010001,2022-09-28 13:29:58,11329
297,FC-8300T20094179,2022-09-28 13:51:45,34014
73,FC-8300T20094179,2022-09-28 13:51:51,34015
620,OX-8862021010030,2022-09-28 13:51:10,14925
80,OX-8862021010097,2022-09-28 13:50:53,8176
124,OX-8862021010095,2022-09-28 13:50:43,10778
535,OX-8862021010097,2022-09-28 13:51:38,8177
666,OX-8862021010030,2022-09-28 13:52:32,14926
501,OX-8862021010030,2022-09-28 13:53:00,14927
578,FC-8300T20094181,2022-09-28 13:52:51,20235
147,OX-8862021010094,2022-09-28 13:52:53,11350
403,OX-8862021010013,2022-09-28 13:53:28,6638
564,FC-8300T20094181,2022-09-28 13:53:14,20236
528,OX-8862021010078,2022-09-28 13:57:26,13027
672,OX-8862021010014,2022-09-28 13:53:16,22970
234,OX-8862021010012,2022-09-28 13:55:22,6075
553,OX-8862021010029,2022-09-28 13:56:58,4263
530,OX-8862021010002,2022-09-28 13:57:25,12584
567,OX-8862021010082,2022-09-28 13:56:07,11588
280,FC-8300T20094179,2022-09-28 13:56:11,34016
270,OX-8862021010100,2022-09-28 13:57:16,18795
601,OX-8862021010002,2022-09-28 13:58:24,12585
565,OX-8862021010015,2022-09-28 13:55:16,14913
268,FC-8300T20094174,2022-09-28 13:57:43,19664
566,OX-8862021010003,2022-09-28 13:59:05,21819
636,OX-8862021010099,2022-09-28 13:58:36,13404
147,OX-8862021010094,2022-09-28 13:56:00,11351
65,OX-8862021010093,2022-09-28 13:56:28,13109
174,OX-8862021010093,2022-09-28 13:56:35,13110
570,FC-8300T20094179,2022-09-28 13:57:43,34017
628,OX-8862021010029,2022-09-28 13:59:29,4264
76,OX-8862021010099,2022-09-28 13:59:30,13405
662,FC-8300T20094179,2022-09-28 13:58:22,34018
546,OX-8862021010097,2022-09-28 13:57:18,8178
563,OX-8862021010082,2022-09-28 13:56:14,11589
174,OX-8862021010093,2022-09-28 13:57:38,13111
128,OX-8862021010079,2022-09-28 14:01:34,12576
657,OX-8862021010097,2022-09-28 13:57:57,8179
566,OX-8862021010003,2022-09-28 14:01:42,21820
553,OX-8862021010029,2022-09-28 14:01:38,4265
645,FC-8300T20094182,2022-09-28 14:00:46,52707
557,OX-8862021010030,2022-09-28 14:00:12,14928
9,FC-8300T20094181,2022-09-28 14:00:02,20237
48,FC-8300T20094181,2022-09-28 14:00:04,20238
174,OX-8862021010093,2022-09-28 14:00:42,13112
512,OX-8862021010030,2022-09-28 14:01:16,14929
52,OX-8862021010092,2022-09-28 14:01:16,23662
515,OX-8862021010024,2022-09-28 14:03:24,14008
625,OX-8862021010002,2022-09-28 14:04:20,12586
270,OX-8862021010100,2022-09-28 14:03:17,18796
619,OX-8862021010096,2022-09-28 14:00:38,7562
204,OX-8862021010013,2022-09-28 14:02:32,6639
528,OX-8862021010078,2022-09-28 14:06:28,13028
46,OX-8862021010024,2022-09-28 14:04:54,14009
133,OX-8862021010001,2022-09-28 13:42:38,11330
670,FC-8300T20094182,2022-09-28 14:05:26,52708
326,OX-8862021010097,2022-09-28 14:04:05,8180
71,OX-8862021010097,2022-09-28 14:04:25,8181
16,OX-8862021010093,2022-09-28 14:05:11,13113
612,OX-8862021010094,2022-09-28 14:05:06,11352
68,OX-8862021010012,2022-09-28 14:06:53,6076
201,OX-8862021010003,2022-09-28 14:09:48,21821
634,OX-8862021010078,2022-09-28 14:11:46,13029
634,OX-8862021010078,2022-09-28 14:11:59,13030
234,OX-8862021010012,2022-09-28 14:07:00,6077
638,OX-8862021010087,2022-09-28 14:10:56,278
634,OX-8862021010078,2022-09-28 14:12:24,13031
273,OX-8862021010030,2022-09-28 14:09:28,14930
544,OX-8862021010099,2022-09-28 14:12:08,13406
53,OX-8862021010087,2022-09-28 14:12:15,279
122,OX-8862021010012,2022-09-28 14:12:01,6078
122,OX-8862021010012,2022-09-28 14:12:05,6079
122,OX-8862021010012,2022-09-28 14:12:18,6080
610,OX-8862021010092,2022-09-28 14:13:05,23663
122,OX-8862021010012,2022-09-28 14:14:43,6081
122,OX-8862021010012,2022-09-28 14:14:47,6082
289,FC-8300T20094182,2022-09-28 14:16:23,52709
657,OX-8862021010097,2022-09-28 14:15:12,8182
64,FC-8300T20094179,2022-09-28 14:17:02,34019
619,OX-8862021010096,2022-09-28 14:14:19,7563
635,OX-8862021010030,2022-09-28 14:17:04,14931
122,OX-8862021010012,2022-09-28 14:17:51,6083
33,OX-8862021010014,2022-09-28 14:16:16,22971
673,OX-8862021010092,2022-09-28 14:17:48,23664
530,OX-8862021010002,2022-09-28 14:21:52,12587
585,OX-8862021010095,2022-09-28 14:20:02,10779
270,OX-8862021010100,2022-09-28 14:22:49,18797
610,OX-8862021010092,2022-09-28 14:22:13,23665
38,FC-8300T20094182,2022-09-28 14:23:45,52710
154,FC-8300T20094174,2022-09-28 14:24:57,19665
17,FC-8300T20094182,2022-09-28 14:25:34,52711
543,OX-8862021010079,2022-09-28 14:27:50,12577
544,OX-8862021010099,2022-09-28 14:27:44,13407
674,OX-8862021010100,2022-09-28 14:27:24,18798
553,OX-8862021010029,2022-09-28 14:28:06,4266
668,OX-8862021010003,2022-09-28 14:29:03,21824
530,OX-8862021010002,2022-09-28 14:30:41,12588
531,OX-8862021010100,2022-09-28 14:30:38,18799
662,FC-8300T20094179,2022-09-28 14:30:48,34020
133,OX-8862021010001,2022-09-28 14:09:06,11331
9,FC-8300T20094181,2022-09-28 14:33:16,20239
118,OX-8862021010097,2022-09-28 14:33:41,8183
624,OX-8862021010082,2022-09-28 14:35:21,11590
662,FC-8300T20094179,2022-09-28 14:35:58,34021
513,FC-8300T20094181,2022-09-28 14:34:58,20240
201,OX-8862021010003,2022-09-28 14:39:00,21825
668,OX-8862021010003,2022-09-28 14:39:40,21826
68,OX-8862021010012,2022-09-28 14:39:36,6084
610,OX-8862021010092,2022-09-28 14:39:11,23666
44,OX-8862021010097,2022-09-28 14:39:28,8184
634,OX-8862021010078,2022-09-28 14:43:15,13032
624,OX-8862021010082,2022-09-28 14:43:06,11591
64,FC-8300T20094179,2022-09-28 14:43:32,34022
193,FC-8300T20094181,2022-09-28 14:42:17,20241
645,FC-8300T20094182,2022-09-28 14:44:35,52712
141,OX-8862021010078,2022-09-28 14:46:37,13033
256,OX-8862021010096,2022-09-28 14:41:30,7564
581,FC-8300T20094179,2022-09-28 14:47:46,34023
668,OX-8862021010003,2022-09-28 14:49:56,21827
135,OX-8862021010029,2022-09-28 14:49:58,4267
193,FC-8300T20094181,2022-09-28 14:47:31,20242
256,OX-8862021010096,2022-09-28 14:46:54,7565
672,OX-8862021010014,2022-09-28 14:47:57,22972
124,OX-8862021010095,2022-09-28 14:49:15,10780
544,OX-8862021010099,2022-09-28 14:53:00,13408
617,OX-8862021010093,2022-09-28 14:50:48,13114
196,FC-8300T20094182,2022-09-28 14:53:44,52713
610,OX-8862021010092,2022-09-28 14:53:32,23667
124,OX-8862021010095,2022-09-28 14:53:25,10781
154,FC-8300T20094174,2022-09-28 14:58:26,19666
638,OX-8862021010087,2022-09-28 14:58:45,280
273,OX-8862021010030,2022-09-28 14:57:27,14932
326,OX-8862021010097,2022-09-28 14:56:56,8185
578,FC-8300T20094181,2022-09-28 14:57:42,20243
196,FC-8300T20094182,2022-09-28 14:59:52,52714
569,OX-8862021010079,2022-09-28 15:02:05,12578
16,OX-8862021010093,2022-09-28 14:58:59,13115
670,FC-8300T20094182,2022-09-28 15:00:30,52715
673,OX-8862021010092,2022-09-28 15:00:05,23668
543,OX-8862021010079,2022-09-28 15:04:01,12579
590,FC-8300T20094174,2022-09-28 15:02:35,19667
196,FC-8300T20094182,2022-09-28 15:02:05,52716
513,FC-8300T20094181,2022-09-28 15:00:28,20244
30,OX-8862021010082,2022-09-28 15:03:07,11592
636,OX-8862021010099,2022-09-28 15:04:45,13409
601,OX-8862021010002,2022-09-28 15:06:01,12589
515,OX-8862021010024,2022-09-28 15:06:05,14010
526,FC-8300T20094182,2022-09-28 15:06:14,52717
624,OX-8862021010082,2022-09-28 15:07:00,11593
636,OX-8862021010099,2022-09-28 15:09:27,13410
601,OX-8862021010002,2022-09-28 15:10:26,12590
124,OX-8862021010095,2022-09-28 15:08:04,10782
675,OX-8862021010078,2022-09-28 15:12:40,13034
512,OX-8862021010030,2022-09-28 15:10:00,14933
119,OX-8862021010092,2022-09-28 15:09:47,23669
529,OX-8862021010092,2022-09-28 15:11:29,23670
124,OX-8862021010095,2022-09-28 15:10:47,10783
50,OX-8862021010014,2022-09-28 15:10:53,22973
33,OX-8862021010014,2022-09-28 15:11:00,22974
635,OX-8862021010030,2022-09-28 15:12:39,14934
593,FC-8300T20094179,2022-09-28 15:13:09,34024
553,OX-8862021010029,2022-09-28 15:15:12,4268
553,OX-8862021010029,2022-09-28 15:15:16,4269
515,OX-8862021010024,2022-09-28 15:15:59,14011
531,OX-8862021010100,2022-09-28 15:17:59,18800
512,OX-8862021010030,2022-09-28 15:17:11,14935
109,OX-8862021010015,2022-09-28 15:16:36,14915
141,OX-8862021010078,2022-09-28 15:20:46,13035
674,OX-8862021010100,2022-09-28 15:19:17,18801
109,OX-8862021010015,2022-09-28 15:17:29,14916
624,OX-8862021010082,2022-09-28 15:19:18,11594
590,FC-8300T20094174,2022-09-28 15:20:32,19668
529,OX-8862021010092,2022-09-28 15:19:46,23671
593,FC-8300T20094179,2022-09-28 15:23:12,34025
581,FC-8300T20094179,2022-09-28 15:24:05,34026
526,FC-8300T20094182,2022-09-28 15:24:55,52718
275,OX-8862021010094,2022-09-28 15:23:04,11353
544,OX-8862021010099,2022-09-28 15:26:31,13411
668,OX-8862021010003,2022-09-28 15:27:48,21829
578,FC-8300T20094181,2022-09-28 15:26:11,20245
675,OX-8862021010078,2022-09-28 15:30:45,13036
128,OX-8862021010079,2022-09-28 15:31:08,12580
569,OX-8862021010079,2022-09-28 15:31:25,12581
617,OX-8862021010093,2022-09-28 15:28:00,13116
564,FC-8300T20094181,2022-09-28 15:29:34,20246
17,FC-8300T20094182,2022-09-28 15:33:26,52719
641,FC-8300T20094182,2022-09-28 15:34:12,52720
122,OX-8862021010012,2022-09-28 15:33:45,6087
566,OX-8862021010003,2022-09-28 15:36:07,21830
201,OX-8862021010003,2022-09-28 15:36:19,21831
50,OX-8862021010014,2022-09-28 15:33:17,22975
23,OX-8862021010002,2022-09-28 15:38:38,12591
62,OX-8862021010015,2022-09-28 15:36:42,14917
580,OX-8862021010014,2022-09-28 15:37:40,22976
122,OX-8862021010012,2022-09-28 15:40:08,6088
544,OX-8862021010099,2022-09-28 15:42:46,13412
122,OX-8862021010012,2022-09-28 15:41:27,6089
65,OX-8862021010093,2022-09-28 15:41:21,13117
641,FC-8300T20094182,2022-09-28 15:43:22,52721
636,OX-8862021010099,2022-09-28 15:44:30,13413
122,OX-8862021010012,2022-09-28 15:43:37,6092
92,OX-8862021010003,2022-09-28 15:46:15,21832
666,OX-8862021010030,2022-09-28 15:44:03,14938
65,OX-8862021010093,2022-09-28 15:44:17,13118
196,FC-8300T20094182,2022-09-28 15:46:29,52722
270,OX-8862021010100,2022-09-28 15:49:00,18802
275,OX-8862021010094,2022-09-28 15:47:01,11354
522,OX-8862021010092,2022-09-28 15:47:46,23672
256,OX-8862021010096,2022-09-28 15:45:59,7566
196,FC-8300T20094182,2022-09-28 15:49:15,52723
635,OX-8862021010030,2022-09-28 15:50:05,14939
17,FC-8300T20094182,2022-09-28 15:54:20,52724
636,OX-8862021010099,2022-09-28 15:56:47,13414
666,OX-8862021010030,2022-09-28 15:56:09,14940
675,OX-8862021010078,2022-09-28 16:00:55,13037
193,FC-8300T20094181,2022-09-28 15:56:50,20247
522,OX-8862021010092,2022-09-28 15:57:48,23673
76,OX-8862021010099,2022-09-28 16:02:28,13415
119,OX-8862021010092,2022-09-28 16:00:43,23674
624,OX-8862021010082,2022-09-28 16:02:41,11595
675,OX-8862021010078,2022-09-28 16:04:52,13038
580,OX-8862021010014,2022-09-28 16:00:43,22977
128,OX-8862021010079,2022-09-28 16:07:57,12582
662,FC-8300T20094179,2022-09-28 16:05:37,34027
270,OX-8862021010100,2022-09-28 16:07:32,18803
196,FC-8300T20094182,2022-09-28 16:07:12,52725
564,FC-8300T20094181,2022-09-28 16:05:19,20248
201,OX-8862021010003,2022-09-28 16:09:39,21833
554,OX-8862021010024,2022-09-28 16:09:02,14012
593,FC-8300T20094179,2022-09-28 16:10:48,34028
590,FC-8300T20094174,2022-09-28 16:12:30,19669
193,FC-8300T20094181,2022-09-28 16:10:44,20249
43,OX-8862021010015,2022-09-28 16:11:32,14918
529,OX-8862021010092,2022-09-28 16:12:02,23675
23,OX-8862021010002,2022-09-28 16:15:01,12592
109,OX-8862021010015,2022-09-28 16:12:56,14919
109,OX-8862021010015,2022-09-28 16:13:35,14920
256,OX-8862021010096,2022-09-28 16:12:19,7567
590,FC-8300T20094174,2022-09-28 16:17:04,19670
619,OX-8862021010096,2022-09-28 16:13:21,7568
641,FC-8300T20094182,2022-09-28 16:17:12,52726
593,FC-8300T20094179,2022-09-28 16:17:22,34029
109,OX-8862021010015,2022-09-28 16:16:23,14921
662,FC-8300T20094179,2022-09-28 16:18:39,34030
92,OX-8862021010003,2022-09-28 16:21:08,21834
624,OX-8862021010082,2022-09-28 16:19:47,11596
662,FC-8300T20094179,2022-09-28 16:19:33,34031
662,FC-8300T20094179,2022-09-28 16:19:39,34032
547,OX-8862021010003,2022-09-28 16:22:21,21835
124,OX-8862021010095,2022-09-28 16:19:27,10784
554,OX-8862021010024,2022-09-28 16:23:43,14013
634,OX-8862021010078,2022-09-28 16:26:56,13039
619,OX-8862021010096,2022-09-28 16:21:59,7569
73,FC-8300T20094179,2022-09-28 16:24:59,34033
501,OX-8862021010030,2022-09-28 16:24:48,14941
280,FC-8300T20094179,2022-09-28 16:25:36,34034
147,OX-8862021010094,2022-09-28 16:24:06,11355
621,OX-8862021010092,2022-09-28 16:24:50,23676
33,OX-8862021010014,2022-09-28 16:23:48,22978
635,OX-8862021010030,2022-09-28 16:29:13,14942
652,OX-8862021010097,2022-09-28 16:28:46,8186
513,FC-8300T20094181,2022-09-28 16:30:16,20250
33,OX-8862021010014,2022-09-28 16:30:01,22979
501,OX-8862021010030,2022-09-28 16:31:42,14943
602,OX-8862021010100,2022-09-28 16:34:20,18804
256,OX-8862021010096,2022-09-28 16:31:02,7570
634,OX-8862021010078,2022-09-28 16:38:26,13040
297,FC-8300T20094179,2022-09-28 16:35:55,34035
124,OX-8862021010095,2022-09-28 16:34:11,10785
506,OX-8862021010095,2022-09-28 16:34:34,10786
289,FC-8300T20094182,2022-09-28 16:36:52,52727
621,OX-8862021010092,2022-09-28 16:36:08,23677
280,FC-8300T20094179,2022-09-28 16:37:26,34036
581,FC-8300T20094179,2022-09-28 16:39:01,34037
64,FC-8300T20094179,2022-09-28 16:39:04,34038
513,FC-8300T20094181,2022-09-28 16:38:12,20251
53,OX-8862021010087,2022-09-28 16:41:08,281
9,FC-8300T20094181,2022-09-28 16:39:12,20252
593,FC-8300T20094179,2022-09-28 16:40:47,34039
280,FC-8300T20094179,2022-09-28 16:41:06,34040
219,FC-8300T20094174,2022-09-28 16:43:04,19671
404,OX-8862021010013,2022-09-28 16:41:31,6640
109,OX-8862021010015,2022-09-28 16:42:16,14922
554,OX-8862021010024,2022-09-28 16:46:59,14014
620,OX-8862021010030,2022-09-28 16:45:43,14944
526,FC-8300T20094182,2022-09-28 16:48:19,52728
506,OX-8862021010095,2022-09-28 16:46:25,10787
638,OX-8862021010087,2022-09-28 16:49:21,282
128,OX-8862021010079,2022-09-28 16:52:00,12583
147,OX-8862021010094,2022-09-28 16:48:00,11356
257,OX-8862021010096,2022-09-28 16:46:41,7571
297,FC-8300T20094179,2022-09-28 16:50:14,34041
38,FC-8300T20094182,2022-09-28 16:51:03,52729
219,FC-8300T20094174,2022-09-28 16:51:44,19672
73,FC-8300T20094179,2022-09-28 16:51:10,34042
289,FC-8300T20094182,2022-09-28 16:53:22,52730
219,FC-8300T20094174,2022-09-28 16:55:29,19673
512,OX-8862021010030,2022-09-28 16:54:10,14945
501,OX-8862021010030,2022-09-28 16:54:19,14946
135,OX-8862021010029,2022-09-28 16:56:48,4270
269,OX-8862021010100,2022-09-28 16:56:20,18805
554,OX-8862021010024,2022-09-28 16:56:35,14015
645,FC-8300T20094182,2022-09-28 16:56:38,52731
593,FC-8300T20094179,2022-09-28 16:56:53,34043
280,FC-8300T20094179,2022-09-28 16:56:56,34044
602,OX-8862021010100,2022-09-28 16:58:18,18806
585,OX-8862021010095,2022-09-28 16:56:48,10788
48,FC-8300T20094181,2022-09-28 16:57:51,20253
638,OX-8862021010087,2022-09-28 17:00:45,283
128,OX-8862021010079,2022-09-28 17:03:27,12584
526,FC-8300T20094182,2022-09-28 17:01:37,52732
174,OX-8862021010093,2022-09-28 17:00:26,13119
275,OX-8862021010094,2022-09-28 17:02:03,11357
9,FC-8300T20094181,2022-09-28 17:02:15,20254
672,OX-8862021010014,2022-09-28 17:02:13,22980
515,OX-8862021010024,2022-09-28 17:06:28,14016
135,OX-8862021010029,2022-09-28 17:09:20,4271
672,OX-8862021010014,2022-09-28 17:06:17,22981
641,FC-8300T20094182,2022-09-28 17:10:29,52733
48,FC-8300T20094181,2022-09-28 17:09:05,20255
141,OX-8862021010078,2022-09-28 17:13:33,13041
645,FC-8300T20094182,2022-09-28 17:11:32,52734
544,OX-8862021010099,2022-09-28 17:12:33,13416
567,OX-8862021010082,2022-09-28 17:11:51,11597
275,OX-8862021010094,2022-09-28 17:10:07,11358
585,OX-8862021010095,2022-09-28 17:10:28,10789
403,OX-8862021010013,2022-09-28 17:11:50,6641
128,OX-8862021010079,2022-09-28 17:16:10,12585
504,OX-8862021010100,2022-09-28 17:15:02,18807
582,OX-8862021010012,2022-09-28 17:16:21,6101
610,OX-8862021010092,2022-09-28 17:15:36,23679
504,OX-8862021010100,2022-09-28 17:18:11,18808
23,OX-8862021010002,2022-09-28 17:19:38,12593
544,OX-8862021010099,2022-09-28 17:20:45,13417
638,OX-8862021010087,2022-09-28 17:20:33,284
280,FC-8300T20094179,2022-09-28 17:20:29,34045
280,FC-8300T20094179,2022-09-28 17:20:33,34046
565,OX-8862021010015,2022-09-28 17:20:14,14923
570,FC-8300T20094179,2022-09-28 17:21:52,34047
23,OX-8862021010002,2022-09-28 17:24:31,12594
141,OX-8862021010078,2022-09-28 17:25:25,13042
610,OX-8862021010092,2022-09-28 17:23:40,23680
638,OX-8862021010087,2022-09-28 17:27:08,285
128,OX-8862021010079,2022-09-28 17:30:01,12586
580,OX-8862021010014,2022-09-28 17:26:27,22982
174,OX-8862021010093,2022-09-28 17:28:15,13120
612,OX-8862021010094,2022-09-28 17:28:06,11359
76,OX-8862021010099,2022-09-28 17:31:16,13418
65,OX-8862021010093,2022-09-28 17:29:13,13121
566,OX-8862021010003,2022-09-28 17:35:08,21838
582,OX-8862021010012,2022-09-28 17:33:03,6102
666,OX-8862021010030,2022-09-28 17:33:46,14947
612,OX-8862021010094,2022-09-28 17:33:18,11360
567,OX-8862021010082,2022-09-28 17:37:04,11598
567,OX-8862021010082,2022-09-28 17:37:28,11599
219,FC-8300T20094174,2022-09-28 17:38:45,19674
257,OX-8862021010096,2022-09-28 17:35:09,7572
109,OX-8862021010015,2022-09-28 17:36:57,14924
565,OX-8862021010015,2022-09-28 17:37:19,14925
570,FC-8300T20094179,2022-09-28 17:39:33,34048
553,OX-8862021010029,2022-09-28 17:42:32,4272
567,OX-8862021010082,2022-09-28 17:41:45,11600
403,OX-8862021010013,2022-09-28 17:40:24,6642
16,OX-8862021010093,2022-09-28 17:41:15,13122
109,OX-8862021010015,2022-09-28 17:41:56,14926
620,OX-8862021010030,2022-09-28 17:43:35,14948
553,OX-8862021010029,2022-09-28 17:46:30,4273
504,OX-8862021010100,2022-09-28 17:48:47,18809
65,OX-8862021010093,2022-09-28 17:47:05,13123
522,OX-8862021010092,2022-09-28 17:47:42,23681
530,OX-8862021010002,2022-09-28 17:50:40,12595
76,OX-8862021010099,2022-09-28 17:51:14,13419
501,OX-8862021010030,2022-09-28 17:49:32,14949
68,OX-8862021010012,2022-09-28 17:50:13,6103
268,FC-8300T20094174,2022-09-28 17:51:51,19675
530,OX-8862021010002,2022-09-28 17:52:56,12596
625,OX-8862021010002,2022-09-28 17:53:10,12597
657,OX-8862021010097,2022-09-28 17:54:12,8187
52,OX-8862021010092,2022-09-28 17:55:00,23682
16,OX-8862021010093,2022-09-28 17:54:52,13124
512,OX-8862021010030,2022-09-28 17:56:18,14950
515,OX-8862021010024,2022-09-28 17:58:15,14017
528,OX-8862021010078,2022-09-28 18:00:17,13043
668,OX-8862021010003,2022-09-28 17:59:54,21839
675,OX-8862021010078,2022-09-28 18:00:38,13044
135,OX-8862021010029,2022-09-28 18:00:29,4274
546,OX-8862021010097,2022-09-28 17:57:56,8188
204,OX-8862021010013,2022-09-28 17:58:03,6643
154,FC-8300T20094174,2022-09-28 18:00:15,19676
565,OX-8862021010015,2022-09-28 17:58:06,14927
280,FC-8300T20094179,2022-09-28 18:00:40,34049
664,OX-8862021010097,2022-09-28 17:59:54,8189
617,OX-8862021010093,2022-09-28 18:00:14,13125
563,OX-8862021010082,2022-09-28 18:01:57,11601
674,OX-8862021010100,2022-09-28 18:02:36,18810
124,OX-8862021010095,2022-09-28 18:00:01,10790
531,OX-8862021010100,2022-09-28 18:02:57,18811
535,OX-8862021010097,2022-09-28 18:02:10,8190
673,OX-8862021010092,2022-09-28 18:02:33,23683
578,FC-8300T20094181,2022-09-28 18:01:54,20256
619,OX-8862021010096,2022-09-28 18:00:52,7573
53,OX-8862021010087,2022-09-28 18:04:42,286
27,OX-8862021010097,2022-09-28 18:03:03,8191
46,OX-8862021010024,2022-09-28 18:05:16,14018
610,OX-8862021010092,2022-09-28 18:03:57,23684
635,OX-8862021010030,2022-09-28 18:04:33,14951
273,OX-8862021010030,2022-09-28 18:04:49,14952
636,OX-8862021010099,2022-09-28 18:07:05,13420
636,OX-8862021010099,2022-09-28 18:07:16,13421
564,FC-8300T20094181,2022-09-28 18:04:55,20257
27,OX-8862021010097,2022-09-28 18:05:38,8192
133,OX-8862021010001,2022-09-28 17:45:11,11332
211,OX-8862021010097,2022-09-28 18:06:03,8193
596,OX-8862021010014,2022-09-28 18:05:25,22983
651,OX-8862021010092,2022-09-28 18:06:46,23685
124,OX-8862021010095,2022-09-28 18:05:50,10791
95,OX-8862021010097,2022-09-28 18:06:45,8194
668,OX-8862021010003,2022-09-28 18:10:02,21840
256,OX-8862021010096,2022-09-28 18:06:28,7574
135,OX-8862021010029,2022-09-28 18:10:57,4275
628,OX-8862021010029,2022-09-28 18:11:07,4276
565,OX-8862021010015,2022-09-28 18:08:25,14928
133,OX-8862021010001,2022-09-28 17:48:30,11333
404,OX-8862021010013,2022-09-28 18:09:12,6644
280,FC-8300T20094179,2022-09-28 18:10:34,34050
48,FC-8300T20094181,2022-09-28 18:09:09,20258
515,OX-8862021010024,2022-09-28 18:12:18,14019
122,OX-8862021010012,2022-09-28 18:11:50,6104
522,OX-8862021010092,2022-09-28 18:11:59,23687
544,OX-8862021010099,2022-09-28 18:15:44,13422
564,FC-8300T20094181,2022-09-28 18:12:50,20259
53,OX-8862021010087,2022-09-28 18:15:53,287
17,FC-8300T20094182,2022-09-28 18:16:57,52735
52,OX-8862021010092,2022-09-28 18:15:47,23688
526,FC-8300T20094182,2022-09-28 18:17:48,52736
147,OX-8862021010094,2022-09-28 18:16:36,11361
122,OX-8862021010012,2022-09-28 18:18:58,6105
196,FC-8300T20094182,2022-09-28 18:19:38,52737
563,OX-8862021010082,2022-09-28 18:20:49,11602
48,FC-8300T20094181,2022-09-28 18:19:09,20260
615,OX-8862021010097,2022-09-28 18:19:37,8195
135,OX-8862021010029,2022-09-28 18:23:39,4277
645,FC-8300T20094182,2022-09-28 18:22:51,52738
553,OX-8862021010029,2022-09-28 18:24:08,4278
506,OX-8862021010095,2022-09-28 18:21:05,10792
543,OX-8862021010079,2022-09-28 18:26:15,12587
9,FC-8300T20094181,2022-09-28 18:22:35,20261
544,OX-8862021010099,2022-09-28 18:25:40,13423
404,OX-8862021010013,2022-09-28 18:23:13,6645
580,OX-8862021010014,2022-09-28 18:22:28,22984
515,OX-8862021010024,2022-09-28 18:25:48,14020
119,OX-8862021010092,2022-09-28 18:24:02,23689
636,OX-8862021010099,2022-09-28 18:26:25,13424
403,OX-8862021010013,2022-09-28 18:24:16,6646
662,FC-8300T20094179,2022-09-28 18:25:43,34051
666,OX-8862021010030,2022-09-28 18:26:13,14953
268,FC-8300T20094174,2022-09-28 18:28:32,19677
673,OX-8862021010092,2022-09-28 18:26:44,23690
154,FC-8300T20094174,2022-09-28 18:28:46,19678
621,OX-8862021010092,2022-09-28 18:27:07,23691
578,FC-8300T20094181,2022-09-28 18:26:52,20262
38,FC-8300T20094182,2022-09-28 18:29:07,52739
92,OX-8862021010003,2022-09-28 18:31:13,21841
297,FC-8300T20094179,2022-09-28 18:29:21,34052
23,OX-8862021010002,2022-09-28 18:31:21,12598
230,OX-8862021010097,2022-09-28 18:29:57,8196
119,OX-8862021010092,2022-09-28 18:30:56,23692
53,OX-8862021010087,2022-09-28 18:32:50,288
275,OX-8862021010094,2022-09-28 18:30:36,11362
201,OX-8862021010003,2022-09-28 18:34:15,21842
196,FC-8300T20094182,2022-09-28 18:32:43,52740
544,OX-8862021010099,2022-09-28 18:34:46,13425
506,OX-8862021010095,2022-09-28 18:31:46,10793
526,FC-8300T20094182,2022-09-28 18:34:05,52741
17,FC-8300T20094182,2022-09-28 18:34:44,52742
526,FC-8300T20094182,2022-09-28 18:34:49,52743
662,FC-8300T20094179,2022-09-28 18:34:36,34053
645,FC-8300T20094182,2022-09-28 18:35:42,52744
23,OX-8862021010002,2022-09-28 18:37:23,12599
289,FC-8300T20094182,2022-09-28 18:36:38,52745
275,OX-8862021010094,2022-09-28 18:35:38,11363
9,FC-8300T20094181,2022-09-28 18:36:15,20263
504,OX-8862021010100,2022-09-28 18:39:11,18812
638,OX-8862021010087,2022-09-28 18:39:52,289
567,OX-8862021010082,2022-09-28 18:39:23,11603
193,FC-8300T20094181,2022-09-28 18:38:23,20264
612,OX-8862021010094,2022-09-28 18:38:29,11364
553,OX-8862021010029,2022-09-28 18:41:34,4279
201,OX-8862021010003,2022-09-28 18:42:21,21843
256,OX-8862021010096,2022-09-28 18:37:25,7575
268,FC-8300T20094174,2022-09-28 18:41:23,19679
501,OX-8862021010030,2022-09-28 18:39:58,14954
526,FC-8300T20094182,2022-09-28 18:42:22,52746
73,FC-8300T20094179,2022-09-28 18:42:16,34054
567,OX-8862021010082,2022-09-28 18:43:01,11604
38,FC-8300T20094182,2022-09-28 18:43:50,52747
636,OX-8862021010099,2022-09-28 18:44:57,13426
624,OX-8862021010082,2022-09-28 18:43:08,11605
48,FC-8300T20094181,2022-09-28 18:44:39,20265
501,OX-8862021010030,2022-09-28 18:46:09,14955
109,OX-8862021010015,2022-09-28 18:46:18,14929
76,OX-8862021010099,2022-09-28 18:49:03,13427
